,id,name,common_name,supercategory,kingdom,phylum,class,order,family,genus,specific_epithet,image_dir_name,label
101,101,Trite planiceps,Black-headed Jumping Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Trite,planiceps,00101_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Trite_planiceps,Black-headed Jumping Spider Arachnids Trite
102,102,Loxosceles reclusa,Brown Recluse,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,reclusa,00102_Animalia_Arthropoda_Arachnida_Araneae_Sicariidae_Loxosceles_reclusa,Brown Recluse Arachnids Loxosceles
103,103,Heteropoda venatoria,Giant Crab Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,venatoria,00103_Animalia_Arthropoda_Arachnida_Araneae_Sparassidae_Heteropoda_venatoria,Giant Crab Spider Arachnids Heteropoda
104,104,Micrommata virescens,Green Huntsman Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,Micrommata,virescens,00104_Animalia_Arthropoda_Arachnida_Araneae_Sparassidae_Micrommata_virescens,Green Huntsman Spider Arachnids Micrommata
105,105,Olios giganteus,Giant Crab Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,Olios,giganteus,00105_Animalia_Arthropoda_Arachnida_Araneae_Sparassidae_Olios_giganteus,Giant Crab Spider Arachnids Olios
106,106,Leucauge argyra,Leucauge argyra,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Leucauge,argyra,00106_Animalia_Arthropoda_Arachnida_Araneae_Tetragnathidae_Leucauge_argyra,Leucauge argyra Arachnids Leucauge
107,107,Leucauge argyrobapta,Mabel Orchard Orbweaver,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Leucauge,argyrobapta,00107_Animalia_Arthropoda_Arachnida_Araneae_Tetragnathidae_Leucauge_argyrobapta,Mabel Orchard Orbweaver Arachnids Leucauge
108,108,Leucauge venusta,Orchard Orbweaver,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Leucauge,venusta,00108_Animalia_Arthropoda_Arachnida_Araneae_Tetragnathidae_Leucauge_venusta,Orchard Orbweaver Arachnids Leucauge
109,109,Aphonopelma chalcodes,Desert Blonde Tarantula,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma,chalcodes,00109_Animalia_Arthropoda_Arachnida_Araneae_Theraphosidae_Aphonopelma_chalcodes,Desert Blonde Tarantula Arachnids Aphonopelma
110,110,Aphonopelma eutylenum,California Ebony Tarantula,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma,eutylenum,00110_Animalia_Arthropoda_Arachnida_Araneae_Theraphosidae_Aphonopelma_eutylenum,California Ebony Tarantula Arachnids Aphonopelma
111,111,Aphonopelma hentzi,Texas Brown Tarantula,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma,hentzi,00111_Animalia_Arthropoda_Arachnida_Araneae_Theraphosidae_Aphonopelma_hentzi,Texas Brown Tarantula Arachnids Aphonopelma
112,112,Aphonopelma iodius,Desert Tarantula,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma,iodius,00112_Animalia_Arthropoda_Arachnida_Araneae_Theraphosidae_Aphonopelma_iodius,Desert Tarantula Arachnids Aphonopelma
113,113,Enoplognatha ovata,Common candy-striped spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Enoplognatha,ovata,00113_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Enoplognatha_ovata,Common candy-striped spider Arachnids Enoplognatha
114,114,Latrodectus geometricus,Brown Widow,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,geometricus,00114_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Latrodectus_geometricus,Brown Widow Arachnids Latrodectus
115,115,Latrodectus hasselti,Redback Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,hasselti,00115_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Latrodectus_hasselti,Redback Spider Arachnids Latrodectus
116,116,Latrodectus hesperus,Western Black Widow,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,hesperus,00116_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Latrodectus_hesperus,Western Black Widow Arachnids Latrodectus
117,117,Latrodectus katipo,Katipō,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,katipo,00117_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Latrodectus_katipo,Katipō Arachnids Latrodectus
118,118,Latrodectus mactans,Southern Black Widow,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,mactans,00118_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Latrodectus_mactans,Southern Black Widow Arachnids Latrodectus
119,119,Latrodectus variolus,Northern Black Widow,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,variolus,00119_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Latrodectus_variolus,Northern Black Widow Arachnids Latrodectus
120,120,Parasteatoda tepidariorum,Common House Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Parasteatoda,tepidariorum,00120_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Parasteatoda_tepidariorum,Common House Spider Arachnids Parasteatoda
121,121,Steatoda capensis,Brown House Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,capensis,00121_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Steatoda_capensis,Brown House Spider Arachnids Steatoda
122,122,Steatoda grossa,False Black Widow,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,grossa,00122_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Steatoda_grossa,False Black Widow Arachnids Steatoda
123,123,Steatoda nobilis,Noble False Widow,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,nobilis,00123_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Steatoda_nobilis,Noble False Widow Arachnids Steatoda
124,124,Steatoda triangulosa,Triangulate Comb-foot,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,triangulosa,00124_Animalia_Arthropoda_Arachnida_Araneae_Theridiidae_Steatoda_triangulosa,Triangulate Comb-foot Arachnids Steatoda
125,125,Misumena vatia,Goldenrod Crab Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Misumena,vatia,00125_Animalia_Arthropoda_Arachnida_Araneae_Thomisidae_Misumena_vatia,Goldenrod Crab Spider Arachnids Misumena
126,126,Misumenoides formosipes,white-banded crab spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Misumenoides,formosipes,00126_Animalia_Arthropoda_Arachnida_Araneae_Thomisidae_Misumenoides_formosipes,white-banded crab spider Arachnids Misumenoides
127,127,Sidymella trapezia,Trapezoid Crab Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Sidymella,trapezia,00127_Animalia_Arthropoda_Arachnida_Araneae_Thomisidae_Sidymella_trapezia,Trapezoid Crab Spider Arachnids Sidymella
128,128,Synema globosum,Napoleon Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Synema,globosum,00128_Animalia_Arthropoda_Arachnida_Araneae_Thomisidae_Synema_globosum,Napoleon Spider Arachnids Synema
129,129,Thomisus onustus,Flower Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Thomisus,onustus,00129_Animalia_Arthropoda_Arachnida_Araneae_Thomisidae_Thomisus_onustus,Flower Spider Arachnids Thomisus
130,130,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Arachnids,Animalia,Arthropoda,Arachnida,Araneae,Zoropsidae,Zoropsis,spinimana,00130_Animalia_Arthropoda_Arachnida_Araneae_Zoropsidae_Zoropsis_spinimana,Mediterranean Spiny False Wolf Spider Arachnids Zoropsis
131,131,Aceria parulmi,Elm Finger Gall Mite,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Aceria,parulmi,00131_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Aceria_parulmi,Elm Finger Gall Mite Arachnids Aceria
132,132,Aculops rhois,Poison Ivy Leaf Mite,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Aculops,rhois,00132_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Aculops_rhois,Poison Ivy Leaf Mite Arachnids Aculops
133,133,Aculus tetanothrix,Willow Bead Gall Mite,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Aculus,tetanothrix,00133_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Aculus_tetanothrix,Willow Bead Gall Mite Arachnids Aculus
134,134,Eriophyes cerasicrumena,Black Cherry Leaf Gall,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Eriophyes,cerasicrumena,00134_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Eriophyes_cerasicrumena,Black Cherry Leaf Gall Arachnids Eriophyes
135,135,Eriophyes tiliae,Red Nail Gall Mite,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Eriophyes,tiliae,00135_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Eriophyes_tiliae,Red Nail Gall Mite Arachnids Eriophyes
136,136,Vasates quadripedes,maple bladdergall mite,Arachnids,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Vasates,quadripedes,00136_Animalia_Arthropoda_Arachnida_Endeostigmata_Eriophyidae_Vasates_quadripedes,maple bladdergall mite Arachnids Vasates
137,137,Amblyomma americanum,Lone Star Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Amblyomma,americanum,00137_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Amblyomma_americanum,Lone Star Tick Arachnids Amblyomma
138,138,Dermacentor occidentalis,Pacific Coast Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,occidentalis,00138_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Dermacentor_occidentalis,Pacific Coast Tick Arachnids Dermacentor
139,139,Dermacentor variabilis,American Dog Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,00139_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Dermacentor_variabilis,American Dog Tick Arachnids Dermacentor
140,140,Ixodes pacificus,Western Blacklegged Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,pacificus,00140_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Ixodes_pacificus,Western Blacklegged Tick Arachnids Ixodes
141,141,Ixodes ricinus,Castor Bean Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,ricinus,00141_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Ixodes_ricinus,Castor Bean Tick Arachnids Ixodes
142,142,Ixodes scapularis,Blacklegged Tick,Arachnids,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,scapularis,00142_Animalia_Arthropoda_Arachnida_Ixodida_Ixodidae_Ixodes_scapularis,Blacklegged Tick Arachnids Ixodes
143,143,Mitopus morio,Saddleback Harvestman,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Mitopus,morio,00143_Animalia_Arthropoda_Arachnida_Opiliones_Phalangiidae_Mitopus_morio,Saddleback Harvestman Arachnids Mitopus
144,144,Opilio canestrinii,Canestrini's Harvestman,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Opilio,canestrinii,00144_Animalia_Arthropoda_Arachnida_Opiliones_Phalangiidae_Opilio_canestrinii,Canestrini's Harvestman Arachnids Opilio
145,145,Phalangium opilio,European Harvestman,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,opilio,00145_Animalia_Arthropoda_Arachnida_Opiliones_Phalangiidae_Phalangium_opilio,European Harvestman Arachnids Phalangium
146,146,Leiobunum rotundum,Leiobunum rotundum,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,rotundum,00146_Animalia_Arthropoda_Arachnida_Opiliones_Sclerosomatidae_Leiobunum_rotundum,Leiobunum rotundum Arachnids Leiobunum
147,147,Leiobunum townsendi,Leiobunum townsendi,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,townsendi,00147_Animalia_Arthropoda_Arachnida_Opiliones_Sclerosomatidae_Leiobunum_townsendi,Leiobunum townsendi Arachnids Leiobunum
148,148,Leiobunum vittatum,Eastern Harvestman,Arachnids,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,00148_Animalia_Arthropoda_Arachnida_Opiliones_Sclerosomatidae_Leiobunum_vittatum,Eastern Harvestman Arachnids Leiobunum
149,149,Centruroides sculpturatus,Arizona Bark Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,sculpturatus,00149_Animalia_Arthropoda_Arachnida_Scorpiones_Buthidae_Centruroides_sculpturatus,Arizona Bark Scorpion Arachnids Centruroides
150,150,Centruroides vittatus,Striped Bark Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,vittatus,00150_Animalia_Arthropoda_Arachnida_Scorpiones_Buthidae_Centruroides_vittatus,Striped Bark Scorpion Arachnids Centruroides
151,151,Hadrurus arizonensis,Desert Hairy Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Hadrurus,arizonensis,00151_Animalia_Arthropoda_Arachnida_Scorpiones_Caraboctonidae_Hadrurus_arizonensis,Desert Hairy Scorpion Arachnids Hadrurus
152,152,Paravaejovis puritanus,Paravaejovis puritanus,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis,puritanus,00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus,Paravaejovis puritanus Arachnids Paravaejovis
153,153,Paravaejovis spinigerus,Stripe-tailed Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paravaejovis,spinigerus,00153_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_spinigerus,Stripe-tailed Scorpion Arachnids Paravaejovis
154,154,Paruroctonus silvestrii,California common scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paruroctonus,silvestrii,00154_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paruroctonus_silvestrii,California common scorpion Arachnids Paruroctonus
155,155,Uroctonus mordax,Western Forest Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Uroctonus,mordax,00155_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Uroctonus_mordax,Western Forest Scorpion Arachnids Uroctonus
156,156,Vaejovis carolinianus,Southern Devil Scorpion,Arachnids,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vaejovis,carolinianus,00156_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Vaejovis_carolinianus,Southern Devil Scorpion Arachnids Vaejovis
157,157,Hemiscolopendra marginata,Eastern Bark Centipede,Animalia,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Hemiscolopendra,marginata,00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata,Eastern Bark Centipede Animalia Hemiscolopendra
158,158,Scolopendra cingulata,Mediterranean Banded Centipede,Animalia,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,cingulata,00158_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Scolopendra_cingulata,Mediterranean Banded Centipede Animalia Scolopendra
159,159,Scolopendra heros,Giant Desert Centipede,Animalia,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,heros,00159_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Scolopendra_heros,Giant Desert Centipede Animalia Scolopendra
160,160,Scolopendra polymorpha,Common Desert Centipede,Animalia,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,polymorpha,00160_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Scolopendra_polymorpha,Common Desert Centipede Animalia Scolopendra
161,161,Scutigera coleoptrata,House Centipede,Animalia,Animalia,Arthropoda,Chilopoda,Scutigeromorpha,Scutigeridae,Scutigera,coleoptrata,00161_Animalia_Arthropoda_Chilopoda_Scutigeromorpha_Scutigeridae_Scutigera_coleoptrata,House Centipede Animalia Scutigera
162,162,Ommatoiulus moreleti,Portuguese Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,00162_Animalia_Arthropoda_Diplopoda_Julida_Julidae_Ommatoiulus_moreleti,Portuguese Millipede Animalia Ommatoiulus
163,163,Oxidus gracilis,Greenhouse Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Oxidus,gracilis,00163_Animalia_Arthropoda_Diplopoda_Polydesmida_Paradoxosomatidae_Oxidus_gracilis,Greenhouse Millipede Animalia Oxidus
164,164,Apheloria virginiensis,Black-and-gold Flat Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,Apheloria,virginiensis,00164_Animalia_Arthropoda_Diplopoda_Polydesmida_Xystodesmidae_Apheloria_virginiensis,Black-and-gold Flat Millipede Animalia Apheloria
165,165,Harpaphe haydeniana,Yellow-spotted Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,Harpaphe,haydeniana,00165_Animalia_Arthropoda_Diplopoda_Polydesmida_Xystodesmidae_Harpaphe_haydeniana,Yellow-spotted Millipede Animalia Harpaphe
166,166,Anadenobolus monilicornis,Bumblebee Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Spirobolida,Rhinocricidae,Anadenobolus,monilicornis,00166_Animalia_Arthropoda_Diplopoda_Spirobolida_Rhinocricidae_Anadenobolus_monilicornis,Bumblebee Millipede Animalia Anadenobolus
167,167,Trigoniulus corallinus,Rusty Millipede,Animalia,Animalia,Arthropoda,Diplopoda,Spirobolida,Trigoniulidae,Trigoniulus,corallinus,00167_Animalia_Arthropoda_Diplopoda_Spirobolida_Trigoniulidae_Trigoniulus_corallinus,Rusty Millipede Animalia Trigoniulus
168,168,Lepas anatifera,Pelagic Gooseneck Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,anatifera,00168_Animalia_Arthropoda_Hexanauplia_Lepadiformes_Lepadidae_Lepas_anatifera,Pelagic Gooseneck Barnacle Animalia Lepas
169,169,Lepas anserifera,Goose Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Lepadiformes,Lepadidae,Lepas,anserifera,00169_Animalia_Arthropoda_Hexanauplia_Lepadiformes_Lepadidae_Lepas_anserifera,Goose Barnacle Animalia Lepas
170,170,Pollicipes polymerus,Goose Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Scalpelliformes,Pollicipedidae,Pollicipes,polymerus,00170_Animalia_Arthropoda_Hexanauplia_Scalpelliformes_Pollicipedidae_Pollicipes_polymerus,Goose Barnacle Animalia Pollicipes
171,171,Balanus glandula,Pacific Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,glandula,00171_Animalia_Arthropoda_Hexanauplia_Sessilia_Balanidae_Balanus_glandula,Pacific Barnacle Animalia Balanus
172,172,Semibalanus balanoides,Northern Rock Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,Semibalanus,balanoides,00172_Animalia_Arthropoda_Hexanauplia_Sessilia_Balanidae_Semibalanus_balanoides,Northern Rock Barnacle Animalia Semibalanus
173,173,Semibalanus cariosus,Thatched Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanidae,Semibalanus,cariosus,00173_Animalia_Arthropoda_Hexanauplia_Sessilia_Balanidae_Semibalanus_cariosus,Thatched Barnacle Animalia Semibalanus
174,174,Tetraclita rubescens,Pink Volcano Barnacle,Animalia,Animalia,Arthropoda,Hexanauplia,Sessilia,Tetraclitidae,Tetraclita,rubescens,00174_Animalia_Arthropoda_Hexanauplia_Sessilia_Tetraclitidae_Tetraclita_rubescens,Pink Volcano Barnacle Animalia Tetraclita
175,175,Aptera fusca,Cape Mountain Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Aptera,fusca,00175_Animalia_Arthropoda_Insecta_Blattodea_Blaberidae_Aptera_fusca,Cape Mountain Cockroach Insects Aptera
176,176,Panchlora nivea,Banana Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Panchlora,nivea,00176_Animalia_Arthropoda_Insecta_Blattodea_Blaberidae_Panchlora_nivea,Banana Cockroach Insects Panchlora
177,177,Pycnoscelus surinamensis,Surinam Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Pycnoscelus,surinamensis,00177_Animalia_Arthropoda_Insecta_Blattodea_Blaberidae_Pycnoscelus_surinamensis,Surinam Cockroach Insects Pycnoscelus
178,178,Blatta orientalis,Oriental Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Blatta,orientalis,00178_Animalia_Arthropoda_Insecta_Blattodea_Blattidae_Blatta_orientalis,Oriental Cockroach Insects Blatta
179,179,Periplaneta americana,American Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,americana,00179_Animalia_Arthropoda_Insecta_Blattodea_Blattidae_Periplaneta_americana,American Cockroach Insects Periplaneta
180,180,Periplaneta australasiae,Australian Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,australasiae,00180_Animalia_Arthropoda_Insecta_Blattodea_Blattidae_Periplaneta_australasiae,Australian Cockroach Insects Periplaneta
181,181,Periplaneta fuliginosa,Smoky-brown Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,fuliginosa,00181_Animalia_Arthropoda_Insecta_Blattodea_Blattidae_Periplaneta_fuliginosa,Smoky-brown Cockroach Insects Periplaneta
182,182,Pseudomops septentrionalis,Pale-bordered Field Cockroach,Insects,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Pseudomops,septentrionalis,00182_Animalia_Arthropoda_Insecta_Blattodea_Ectobiidae_Pseudomops_septentrionalis,Pale-bordered Field Cockroach Insects Pseudomops
183,183,Arrhenodes minutus,Oak Timberworm,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Brentidae,Arrhenodes,minutus,00183_Animalia_Arthropoda_Insecta_Coleoptera_Brentidae_Arrhenodes_minutus,Oak Timberworm Insects Arrhenodes
184,184,Agrilus planipennis,Emerald Ash Borer,Insects,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilus,planipennis,00184_Animalia_Arthropoda_Insecta_Coleoptera_Buprestidae_Agrilus_planipennis,Emerald Ash Borer Insects Agrilus
